Profile Output Table - Standard Table 1
HEC-RAS  Plan: Plan 02  Locations: User Defined 
                                                                                     
# Rivers            = 1 
# Hydraulic Reaches = 1 
# River Stations    = 2 
# Plans             = 1 
# Profiles          = 731 

 River            Reach            River Sta        Profile            Q Total 
                                                                        (m3/s) 
                                                                                     
 1                1                159930.*         01AUG2011 1200    13258.38 
 1                1                159930.*         02AUG2011 0000    13076.04 
 1                1                159930.*         02AUG2011 1200    12900.01 
 1                1                159930.*         03AUG2011 0000    12730.18 
 1                1                159930.*         03AUG2011 1200    12562.15 
 1                1                159930.*         04AUG2011 0000    12402.20 
 1                1                159930.*         04AUG2011 1200    12260.46 
 1                1                159930.*         05AUG2011 0000    12139.78 
 1                1                159930.*         05AUG2011 1200    12043.82 
 1                1                159930.*         06AUG2011 0000    11989.26 
 1                1                159930.*         06AUG2011 1200    11994.61 
 1                1                159930.*         07AUG2011 0000    12031.50 
 1                1                159930.*         07AUG2011 1200    12060.82 
 1                1                159930.*         08AUG2011 0000    12075.34 
 1                1                159930.*         08AUG2011 1200    12082.35 
 1                1                159930.*         09AUG2011 0000    12081.56 
 1                1                159930.*         09AUG2011 1200    12077.59 
 1                1                159930.*         10AUG2011 0000    12072.22 
 1                1                159930.*         10AUG2011 1200    12057.05 
 1                1                159930.*         11AUG2011 0000    12037.23 
 1                1                159930.*         11AUG2011 1200    12027.65 
 1                1                159930.*         12AUG2011 0000    12025.25 
 1                1                159930.*         12AUG2011 1200    12023.70 
 1                1                159930.*         13AUG2011 0000    12023.64 
 1                1                159930.*         13AUG2011 1200    12025.60 
 1                1                159930.*         14AUG2011 0000    12030.48 
 1                1                159930.*         14AUG2011 1200    12037.42 
 1                1                159930.*         15AUG2011 0000    12044.95 
 1                1                159930.*         15AUG2011 1200    12046.94 
 1                1                159930.*         16AUG2011 0000    12044.81 
 1                1                159930.*         16AUG2011 1200    12044.84 
 1                1                159930.*         17AUG2011 0000    12046.29 
 1                1                159930.*         17AUG2011 1200    12045.37 
 1                1                159930.*         18AUG2011 0000    12034.82 
 1                1                159930.*         18AUG2011 1200    12000.61 
 1                1                159930.*         19AUG2011 0000    11949.01 
 1                1                159930.*         19AUG2011 1200    11898.47 
 1                1                159930.*         20AUG2011 0000    11848.68 
 1                1                159930.*         20AUG2011 1200    11793.57 
 1                1                159930.*         21AUG2011 0000    11730.90 
 1                1                159930.*         21AUG2011 1200    11658.19 
 1                1                159930.*         22AUG2011 0000    11578.74 
 1                1                159930.*         22AUG2011 1200    11494.04 
 1                1                159930.*         23AUG2011 0000    11387.54 
 1                1                159930.*         23AUG2011 1200    11244.28 
 1                1                159930.*         24AUG2011 0000    11082.20 
 1                1                159930.*         24AUG2011 1200    10923.10 
 1                1                159930.*         25AUG2011 0000    10776.12 
 1                1                159930.*         25AUG2011 1200    10648.48 
 1                1                159930.*         26AUG2011 0000    10537.49 
 1                1                159930.*         26AUG2011 1200    10456.28 
 1                1                159930.*         27AUG2011 0000    10395.79 
 1                1                159930.*         27AUG2011 1200    10334.39 
 1                1                159930.*         28AUG2011 0000    10272.26 
 1                1                159930.*         28AUG2011 1200    10214.08 
 1                1                159930.*         29AUG2011 0000    10157.73 
 1                1                159930.*         29AUG2011 1200    10107.07 
 1                1                159930.*         30AUG2011 0000    10057.96 
 1                1                159930.*         30AUG2011 1200    10003.62 
 1                1                159930.*         31AUG2011 0000     9945.15 
 1                1                159930.*         31AUG2011 1200     9842.87 
 1                1                159930.*         01SEP2011 0000     9715.86 
 1                1                159930.*         01SEP2011 1200     9616.35 
 1                1                159930.*         02SEP2011 0000     9536.64 
 1                1                159930.*         02SEP2011 1200     9437.04 
 1                1                159930.*         03SEP2011 0000     9332.66 
 1                1                159930.*         03SEP2011 1200     9283.77 
 1                1                159930.*         04SEP2011 0000     9270.41 
 1                1                159930.*         04SEP2011 1200     9270.34 
 1                1                159930.*         05SEP2011 0000     9284.76 
 1                1                159930.*         05SEP2011 1200     9349.77 
 1                1                159930.*         06SEP2011 0000     9441.86 
 1                1                159930.*         06SEP2011 1200     9519.00 
 1                1                159930.*         07SEP2011 0000     9577.21 
 1                1                159930.*         07SEP2011 1200     9604.78 
 1                1                159930.*         08SEP2011 0000     9605.44 
 1                1                159930.*         08SEP2011 1200     9598.29 
 1                1                159930.*         09SEP2011 0000     9579.77 
 1                1                159930.*         09SEP2011 1200     9527.22 
 1                1                159930.*         10SEP2011 0000     9449.03 
 1                1                159930.*         10SEP2011 1200     9364.65 
 1                1                159930.*         11SEP2011 0000     9275.97 
 1                1                159930.*         11SEP2011 1200     9205.19 
 1                1                159930.*         12SEP2011 0000     9145.47 
 1                1                159930.*         12SEP2011 1200     9051.70 
 1                1                159930.*         13SEP2011 0000     8942.74 
