Ordinate	Time and Date	Stage Elevation (m)	Flow Flow (cms)
70	05Oct2025 1140	8.13	20.07
71	05Oct2025 1150	8.12	20.07
72	05Oct2025 1200	8.12	20.06
73	05Oct2025 1210	8.12	20.06
74	05Oct2025 1220	8.12	20.06
75	05Oct2025 1230	8.12	20.06
76	05Oct2025 1240	8.12	20.06
77	05Oct2025 1250	8.12	20.06
78	05Oct2025 1300	8.12	20.06
79	05Oct2025 1310	8.12	20.06
80	05Oct2025 1320	8.12	20.06
81	05Oct2025 1330	8.12	20.06
82	05Oct2025 1340	8.12	20.05
83	05Oct2025 1350	8.12	20.05
84	05Oct2025 1400	8.12	20.05
85	05Oct2025 1410	8.12	20.05
86	05Oct2025 1420	8.12	20.05
87	05Oct2025 1430	8.12	20.05
88	05Oct2025 1440	8.12	20.05
89	05Oct2025 1450	8.12	20.05
90	05Oct2025 1500	8.12	20.05
91	05Oct2025 1510	8.12	20.05
92	05Oct2025 1520	8.12	20.05
93	05Oct2025 1530	8.12	20.05
94	05Oct2025 1540	8.12	20.05
95	05Oct2025 1550	8.11	20.05
96	05Oct2025 1600	8.11	20.04
97	05Oct2025 1610	8.11	20.04
98	05Oct2025 1620	8.11	20.04
99	05Oct2025 1630	8.11	20.04
100	05Oct2025 1640	8.11	20.04
101	05Oct2025 1650	8.11	20.04
102	05Oct2025 1700	8.11	20.04
103	05Oct2025 1710	8.11	20.04
104	05Oct2025 1720	8.11	20.04
105	05Oct2025 1730	8.11	20.04
106	05Oct2025 1740	8.11	20.04
107	05Oct2025 1750	8.11	20.04
108	05Oct2025 1800	8.11	20.04
109	05Oct2025 1810	8.11	20.04
110	05Oct2025 1820	8.11	20.04
111	05Oct2025 1830	8.11	20.04
112	05Oct2025 1840	8.11	20.04
113	05Oct2025 1850	8.11	20.03
114	05Oct2025 1900	8.11	20.03
115	05Oct2025 1910	8.11	20.03
116	05Oct2025 1920	8.11	20.03
117	05Oct2025 1930	8.11	20.03
118	05Oct2025 1940	8.11	20.03
119	05Oct2025 1950	8.11	20.03
120	05Oct2025 2000	8.11	20.03
121	05Oct2025 2010	8.11	20.03
122	05Oct2025 2020	8.11	20.03
123	05Oct2025 2030	8.11	20.03
124	05Oct2025 2040	8.11	20.03
125	05Oct2025 2050	8.11	20.03
126	05Oct2025 2100	8.11	20.03
127	05Oct2025 2110	8.11	20.03
128	05Oct2025 2120	8.11	20.03
129	05Oct2025 2130	8.11	20.03
130	05Oct2025 2140	8.11	20.03
131	05Oct2025 2150	8.10	20.03
132	05Oct2025 2200	8.10	20.03
133	05Oct2025 2210	8.10	20.03
134	05Oct2025 2220	8.10	20.03
135	05Oct2025 2230	8.10	20.03
136	05Oct2025 2240	8.10	20.03
137	05Oct2025 2250	8.10	20.02
138	05Oct2025 2300	8.10	20.02
139	05Oct2025 2310	8.10	20.02
140	05Oct2025 2320	8.10	20.02
141	05Oct2025 2330	8.10	20.02
142	05Oct2025 2340	8.10	20.02
143	05Oct2025 2350	8.10	20.02
144	05Oct2025 2400	8.10	20.02
