Ordinate	Time and Date	Stage Elevation (m)	Flow Flow (cms)
130	05Oct2025 2140	8.41	20.00
131	05Oct2025 2150	8.41	20.00
132	05Oct2025 2200	8.41	20.00
133	05Oct2025 2210	8.41	20.00
134	05Oct2025 2220	8.41	20.00
135	05Oct2025 2230	8.41	20.00
136	05Oct2025 2240	8.41	20.00
137	05Oct2025 2250	8.41	20.00
138	05Oct2025 2300	8.41	20.00
139	05Oct2025 2310	8.41	20.00
140	05Oct2025 2320	8.41	20.00
141	05Oct2025 2330	8.41	20.00
142	05Oct2025 2340	8.41	20.00
143	05Oct2025 2350	8.41	20.00
144	05Oct2025 2400	8.41	20.00
