Ordinate	Time and Date	Stage Elevation (m)	Flow Flow (cms)
83	29Aug2025 1350	6.10	40.27
84	29Aug2025 1400	6.10	40.26
85	29Aug2025 1410	6.10	40.26
86	29Aug2025 1420	6.10	40.26
87	29Aug2025 1430	6.10	40.25
88	29Aug2025 1440	6.10	40.25
89	29Aug2025 1450	6.10	40.25
90	29Aug2025 1500	6.10	40.24
91	29Aug2025 1510	6.10	40.24
92	29Aug2025 1520	6.10	40.24
93	29Aug2025 1530	6.10	40.23
94	29Aug2025 1540	6.10	40.23
95	29Aug2025 1550	6.10	40.23
96	29Aug2025 1600	6.10	40.23
97	29Aug2025 1610	6.10	40.22
98	29Aug2025 1620	6.10	40.22
99	29Aug2025 1630	6.10	40.22
100	29Aug2025 1640	6.10	40.21
101	29Aug2025 1650	6.09	40.21
102	29Aug2025 1700	6.09	40.21
103	29Aug2025 1710	6.09	40.21
104	29Aug2025 1720	6.09	40.20
105	29Aug2025 1730	6.09	40.20
106	29Aug2025 1740	6.09	40.20
107	29Aug2025 1750	6.09	40.19
108	29Aug2025 1800	6.09	40.19
109	29Aug2025 1810	6.09	40.19
110	29Aug2025 1820	6.09	40.19
111	29Aug2025 1830	6.09	40.18
112	29Aug2025 1840	6.09	40.18
113	29Aug2025 1850	6.09	40.18
114	29Aug2025 1900	6.09	40.18
115	29Aug2025 1910	6.09	40.17
116	29Aug2025 1920	6.09	40.17
117	29Aug2025 1930	6.09	40.17
118	29Aug2025 1940	6.09	40.17
119	29Aug2025 1950	6.09	40.17
120	29Aug2025 2000	6.09	40.16
121	29Aug2025 2010	6.09	40.16
122	29Aug2025 2020	6.09	40.16
123	29Aug2025 2030	6.09	40.16
124	29Aug2025 2040	6.09	40.15
125	29Aug2025 2050	6.09	40.15
126	29Aug2025 2100	6.09	40.15
127	29Aug2025 2110	6.09	40.15
128	29Aug2025 2120	6.09	40.15
129	29Aug2025 2130	6.09	40.14
130	29Aug2025 2140	6.09	40.14
131	29Aug2025 2150	6.09	40.14
132	29Aug2025 2200	6.09	40.14
133	29Aug2025 2210	6.09	40.14
134	29Aug2025 2220	6.09	40.13
135	29Aug2025 2230	6.09	40.13
136	29Aug2025 2240	6.09	40.13
137	29Aug2025 2250	6.09	40.13
138	29Aug2025 2300	6.09	40.13
139	29Aug2025 2310	6.09	40.13
140	29Aug2025 2320	6.09	40.12
141	29Aug2025 2330	6.09	40.12
142	29Aug2025 2340	6.09	40.12
143	29Aug2025 2350	6.09	40.12
144	29Aug2025 2400	6.09	40.12
