29.11.2011,18.66,489000,5.68729046,13846.93818
30.11.2011,19.76,511000,6.022554099,14469.90882
1.12.2011,20.69,529000,6.306004267,14979.61206
2.12.2011,21.46,543000,6.540688814,15376.04792
3.12.2011,21.93,552000,6.683937824,15630.89954
4.12.2011,22.43,565000,6.836330387,15999.01856
5.12.2011,23.1,582000,7.040536422,16480.40495
6.12.2011,24.02,602000,7.320938738,17046.74189
7.12.2011,24.93,621000,7.598293203,17584.76199
8.12.2011,25.8,640000,7.863456263,18122.78208
9.12.2011,26.74,660000,8.149954282,18689.11902
10.12.2011,27.55,679000,8.396830235,19227.13911
11.12.2011,28.32,703000,8.631514782,19906.74344
12.12.2011,28.96,724000,8.826577263,20501.39723
13.12.2011,29.5,744000,8.991161231,21067.73417
14.12.2011,29.9,756000,9.113075282,21407.53633
15.12.2011,30.09,762000,9.170984456,21577.43741
16.12.2011,30.27,772000,9.225845779,21860.60588
17.12.2011,30.56,781000,9.314233465,22115.45751
18.12.2011,30.75,790000,9.372142639,22370.30913
19.12.2011,30.98,797000,9.442243219,22568.52706
20.12.2011,31.12,804000,9.484913136,22766.74499
21.12.2011,31.39,816000,9.56720512,23106.54715
22.12.2011,31.63,823000,9.640353551,23304.76508
23.12.2011,31.75,828000,9.676927766,23446.34932
24.12.2011,31.85,834000,9.707406279,23616.2504
25.12.2011,32.01,841000,9.756171899,23814.46833
26.12.2011,32.2,854000,9.814081073,24182.58734
27.12.2011,32.62,864000,9.942090826,24465.75581
28.12.2011,32.32,855000,9.850655288,24210.90419
29.12.2011,31.99,842000,9.750076196,23842.78517
30.12.2011,31.62,827000,9.637305699,23418.03247
31.12.2011,31.27,814000,9.530630905,23049.91346
1.01.2012,30.91,799000,9.42090826,22625.16075
