link,to,lat,lon,B,z,n,nCC,Tw,TwCC,Length,gages,level
19085277,19085425,30.819498,-91.511696,1.87376,0.70612156,0.06,0.12,3.1229334,9.3688,6857.0,,24
19053218,19053266,30.810701,-91.36353,2.5883393,0.6123211,0.06,0.12,4.3138986,12.941696,2098.0,,24
19053230,19053604,30.80739,-91.43607,2.5707352,0.61416745,0.06,0.12,4.284559,12.853676,505.0,,24
19085387,19085391,30.79133,-91.56942,1.7700611,0.7240822,0.06,0.12,2.9501019,8.850306,2986.0,,24
19085389,19085391,30.788683,-91.56279,4.9480343,0.46007335,0.06,0.12,8.246723,24.740171,2059.0,,24
19053256,19053298,30.789082,-91.29137,3.5204644,0.5346227,0.06,0.12,5.8674407,17.602322,2327.0,,24
19053244,19053288,30.802181,-91.26173,3.5515227,0.53255504,0.06,0.12,5.9192047,17.757614,1153.0,,24
938070160,938070167,30.873032,-91.5142,4.7337217,0.4691491,0.06,0.12,7.8895364,23.66861,400.0,,24
19053268,19053610,30.788774,-91.22857,4.0024977,0.5051963,0.06,0.12,6.67083,20.01249,3100.0,,24
19053220,19053266,30.81593,-91.37783,5.6223154,0.43486005,0.055,0.11,9.370525,30.0,2532.0,,24
19053094,19053112,30.863504,-91.42124,7.787881,0.3766355,0.055,0.11,12.979802,38.939404,1464.0,,24
938070156,19053128,30.868347,-91.40061,9.759722,0.34094,0.055,0.11,16.266203,50.0,2771.0,,24
19053606,19053610,30.801424,-91.24402,12.578889,0.3048303,0.05,0.1,20.964815,70.0,3190.0,,24
938070169,938070167,30.883133,-91.51868,229.96994,0.084582545,0.04,0.08,383.28323,1149.8497,2325.0,,24
19088309,19085475,30.735584,-91.50413,1.4375044,0.79370844,0.06,0.12,2.3958406,7.187522,1490.0,,24
19053202,19053218,30.8252,-91.35409,1.5555031,0.76655895,0.06,0.12,2.5925052,7.7775154,2708.0,,25
19053204,19053218,30.81565,-91.34697,1.992555,0.6872293,0.06,0.12,3.320925,9.962775,2306.0,,25
19053214,19053230,30.815691,-91.42858,1.8817735,0.7047934,0.06,0.12,3.1362891,9.408867,3356.0,,25
19053216,19053230,30.823254,-91.43651,2.1190636,0.66881716,0.06,0.12,3.5317726,10.595318,4417.0,,25
19053246,19053256,30.809156,-91.289375,1.668779,0.7431514,0.06,0.12,2.7812984,8.343895,2786.0,,25
19085385,19085389,30.796946,-91.56312,4.8863716,0.46262577,0.06,0.12,8.143952,24.431856,522.0,,25
19053054,938070156,30.87074,-91.39195,1.8438879,0.71114576,0.06,0.12,3.0731466,10.0,927.0,,25
19053248,19053256,30.801725,-91.29731,3.105965,0.56500065,0.06,0.12,5.176608,15.529824,1372.0,,25
19053262,19053268,30.795404,-91.21064,1.755063,0.72680557,0.06,0.12,2.925105,8.775315,2669.0,,25
19053208,19053606,30.820305,-91.23823,2.8969126,0.58263886,0.06,0.12,4.828188,14.484563,2861.0,,25
938070155,938070169,30.89408,-91.52027,2.6985793,0.6011568,0.06,0.12,4.497632,13.492897,452.0,,25
19053234,19053244,30.814266,-91.2742,3.502181,0.53585225,0.06,0.12,5.8369684,17.510906,4507.0,,25
938070159,938070160,30.873476,-91.501236,4.724522,0.46955192,0.06,0.12,7.8742037,23.622612,2132.0,,25
19053070,19053094,30.867817,-91.431244,3.8067143,0.5164988,0.06,0.12,6.344524,19.033571,1603.0,,25
19053198,19053220,30.827066,-91.360016,3.9014814,0.5109259,0.06,0.12,6.502469,19.507406,3208.0,,25
19053270,19053268,30.78604,-91.21175,3.6292546,0.52749234,0.06,0.12,6.0487576,18.146273,1466.0,,25
19053196,19053220,30.8234,-91.37276,4.7283444,0.46938443,0.06,0.12,7.8805737,23.641722,170.0,,25
19053068,19053094,30.87678,-91.42952,7.420476,0.38475162,0.055,0.11,12.36746,37.10238,3741.0,,25
938070158,938070156,30.873116,-91.39353,9.678885,0.3421933,0.055,0.11,16.131475,50.0,171.0,,25
19053206,19053606,30.814466,-91.228325,12.478889,0.30590558,0.05,0.1,20.79815,70.0,2689.0,,25
938070168,938070169,30.89643,-91.52406,229.96971,0.08458258,0.04,0.08,383.28284,1149.8485,818.0,,25
19053042,938070159,30.8856,-91.48707,1.4594567,0.7884191,0.06,0.12,2.432428,7.2972836,2309.0,,26
19053052,19053054,30.873737,-91.38601,1.0210339,0.92300946,0.06,0.12,1.7017232,5.10517,1263.0,,26
19053056,19053054,30.870394,-91.37767,1.5813677,0.76100206,0.06,0.12,2.635613,7.906839,2228.0,,26
19053062,19053070,30.883469,-91.43784,1.910782,0.7000527,0.06,0.12,3.1846366,9.55391,4074.0,,26
19053156,19053198,30.844776,-91.35254,1.9873705,0.6880197,0.06,0.12,3.312284,9.936852,3061.0,,26
19053174,19053234,30.839901,-91.28263,1.9353182,0.6961231,0.06,0.12,3.2255304,9.676592,3061.0,,26
19053192,19053196,30.83253,-91.3658,1.96687,0.69117427,0.06,0.12,3.2781165,9.83435,3057.0,,26
19053224,19053248,30.814085,-91.298195,1.7167655,0.73391455,0.06,0.12,2.861276,8.583827,2096.0,,26
19053226,19053248,30.814299,-91.308624,2.796506,0.591777,0.06,0.12,4.660843,13.98253,4662.0,,26
19053252,19053270,30.789227,-91.197205,1.7151197,0.73422515,0.06,0.12,2.858533,8.575599,2116.0,,26
19053600,19053208,30.825743,-91.256584,1.8438879,0.71114576,0.06,0.12,3.0731466,9.2194395,2588.0,,26
19053700,19053262,30.806707,-91.21702,0.89462554,0.97842866,0.06,0.12,1.4910426,4.473128,325.0,,26
19053602,19053208,30.821194,-91.25958,2.0871308,0.6733125,0.06,0.12,3.4785514,10.435655,3220.0,,26
938070154,938070155,30.901005,-91.511284,2.6645415,0.6045327,0.06,0.12,4.4409027,13.322708,1965.0,,26
19052982,19053068,30.889647,-91.42332,3.0965743,0.5657559,0.06,0.12,5.1609573,15.482872,827.0,,26
19053040,938070159,30.896166,-91.48452,3.8306093,0.5150749,0.06,0.12,6.384349,19.153048,5985.0,,26
19053176,19053234,30.831205,-91.28869,2.814126,0.59013945,0.06,0.12,4.69021,14.07063,1485.0,,26
19085543,938070168,30.901375,-91.525444,2.387601,0.6345219,0.06,0.12,3.9793348,11.9380045,440.0,,26
19053066,19053070,30.871016,-91.44172,3.5809581,0.53061926,0.06,0.12,5.9682636,17.90479,1482.0,,26
19053154,19053198,30.835655,-91.34513,3.4971473,0.5361924,0.06,0.12,5.828579,17.485737,804.0,,26
19053190,19053206,30.82511,-91.22725,3.2665188,0.5525762,0.06,0.12,5.444198,16.332594,1473.0,,26
19053254,19053270,30.792805,-91.20648,3.2370167,0.5547924,0.06,0.12,5.395028,16.185083,1637.0,,26
938070068,938070158,30.873676,-91.39167,2.0333574,0.6811109,0.06,0.12,3.388929,10.166786,234.0,,26
19053194,19053196,30.841774,-91.37114,4.6022058,0.4750173,0.06,0.12,7.670343,23.011028,8624.0,,26
19052984,19053068,30.897383,-91.4266,7.1506343,0.39109093,0.055,0.11,11.917724,35.75317,2328.0,,26
938070157,938070158,30.87449,-91.38961,9.645005,0.3427231,0.055,0.11,16.075008,50.0,703.0,,26
19053184,19053206,30.825071,-91.234184,12.372,0.3070688,0.05,0.1,20.619999,70.0,88.0,,26
19085427,938070168,30.905947,-91.53402,229.96957,0.084582604,0.04,0.08,383.28262,1149.8479,2050.0,,26
19052908,19053040,30.920877,-91.474915,1.5402246,0.7699044,0.06,0.12,2.567041,7.7011228,1946.0,,27
19052920,938070154,30.920134,-91.50843,2.08893,0.6730566,0.06,0.12,3.4815497,10.44465,2843.0,,27
19052956,19052984,30.907051,-91.451065,2.2826433,0.64723206,0.06,0.12,3.8044055,11.413217,4451.0,,27
19052972,19052982,30.893114,-91.41291,1.4253367,0.7966906,0.06,0.12,2.3755612,7.1266837,1902.0,,27
19053024,938070157,30.880482,-91.3757,1.8924468,0.7030369,0.06,0.12,3.154078,9.462234,2853.0,,27
19053044,19053066,30.884958,-91.447975,1.6815398,0.7406581,0.06,0.12,2.8025663,8.407699,2447.0,,27
19053064,19053194,30.870308,-91.35815,1.6635514,0.7441808,0.06,0.12,2.7725856,8.317757,1793.0,,27
19053144,19053154,30.845991,-91.33943,1.7346702,0.73056287,0.06,0.12,2.8911169,8.67335,2401.0,,27
19053150,19053176,30.846006,-91.29762,2.1247306,0.6680296,0.06,0.12,3.5412176,10.623652,3291.0,,27
19053186,19053190,30.825926,-91.20769,2.1777837,0.6608004,0.06,0.12,3.6296396,10.888919,2873.0,,27
19053240,19053254,30.807177,-91.20798,1.7164366,0.7339766,0.06,0.12,2.8607275,8.582183,2263.0,,27
19053582,938070154,30.913256,-91.49959,1.5511104,0.7675159,0.06,0.12,2.5851839,7.755552,2457.0,,27
19053698,19053602,30.831913,-91.26962,1.4476461,0.79125047,0.06,0.12,2.4127436,7.2382307,364.0,,27
19052910,19053040,30.91504,-91.48114,3.1445107,0.5619346,0.06,0.12,5.240851,15.722553,361.0,,27
19052970,19052982,30.90621,-91.42197,2.93965,0.5788865,0.06,0.12,4.8994164,14.69825,3845.0,,27
19053152,19053176,30.839043,-91.30036,1.926944,0.6974562,0.06,0.12,3.2115734,9.63472,1988.0,,27
19085253,19085543,30.91099,-91.51895,2.3414986,0.6400036,0.06,0.12,3.9024978,11.707493,2431.0,,27
19053046,19053066,30.875742,-91.44754,3.2655752,0.55264664,0.06,0.12,5.442625,16.327875,427.0,,27
19053146,19053154,30.835115,-91.33763,3.3017142,0.54996973,0.06,0.12,5.5028567,16.50857,1408.0,,27
19053178,19053190,30.827744,-91.22153,2.7194703,0.599115,0.06,0.12,4.5324507,13.597352,410.0,,27
19053238,19053254,30.801905,-91.2033,2.8286684,0.58879906,0.06,0.12,4.714447,14.143341,1384.0,,27
19053692,938070068,30.876066,-91.3927,2.025992,0.6822022,0.06,0.12,3.3766532,10.129959,510.0,,27
19053182,19053184,30.83513,-91.23807,4.5127573,0.4791484,0.06,0.12,7.5212626,22.563787,3047.0,,27
19053074,19053194,30.865273,-91.34848,4.0267725,0.5038504,0.06,0.12,6.7112875,20.133863,1043.0,,27
19085413,19085427,30.91779,-91.544624,5.26333,0.4477043,0.06,0.12,8.772217,26.31665,1501.0,,27
19052954,19052984,30.914211,-91.43815,7.02402,0.39418557,0.055,0.11,11.7067,35.120102,4492.0,,27
19053026,938070157,30.87975,-91.38907,9.615778,0.3431823,0.055,0.11,16.026297,50.0,635.0,,27
19053180,19053184,30.829163,-91.231705,12.151566,0.30951396,0.05,0.1,20.25261,70.0,970.0,,27
19085415,19085427,30.915237,-91.55222,229.96834,0.084582806,0.04,0.08,383.28058,1149.8417,2083.0,,27
19052892,19052970,30.926168,-91.42761,2.0958726,0.67207205,0.06,0.12,3.4931211,10.479363,2010.0,,28
19052898,19052910,30.927134,-91.48254,1.8547044,0.7093131,0.06,0.12,3.091174,9.273521,2874.0,,28
19053034,19053046,30.883461,-91.45156,1.2505635,0.8440218,0.06,0.12,2.0842726,6.2528176,1787.0,,28
19053060,19053074,30.87621,-91.350845,1.6153665,0.7538938,0.06,0.12,2.6922774,8.076832,1929.0,,28
19053170,19053178,30.838326,-91.22121,1.6289489,0.751114,0.06,0.12,2.7149148,8.144745,2433.0,,28
19053578,19052910,30.93422,-91.49989,2.8795424,0.5841868,0.06,0.12,4.7992373,14.397712,8092.0,,28
19053596,19053182,30.84402,-91.26148,1.9945233,0.68693,0.06,0.12,3.3242054,9.972616,3353.0,,28
19053696,19053152,30.839079,-91.31092,0.5605682,1.2025237,0.06,0.12,0.93428034,2.8028412,184.0,,28
19085251,19085253,30.924118,-91.51454,1.6515826,0.74655527,0.06,0.12,2.7526376,8.257913,1451.0,,28
19053022,19053692,30.878832,-91.39622,1.9577373,0.6925949,0.06,0.12,3.2628953,9.788687,407.0,,28
19053038,19053046,30.878681,-91.454704,3.1869178,0.5586234,0.06,0.12,5.3115296,15.934588,2063.0,,28
19053142,19053146,30.840397,-91.33034,3.1533234,0.56124115,0.06,0.12,5.255539,15.766617,837.0,,28
19053168,19053178,30.830463,-91.21941,2.476728,0.62434494,0.06,0.12,4.12788,12.38364,371.0,,28
19053222,19053238,30.80638,-91.197845,2.7481253,0.59635085,0.06,0.12,4.580209,13.740627,444.0,,28
19052886,19052954,30.921597,-91.44662,2.992997,0.57431155,0.06,0.12,4.9883285,14.964985,571.0,,28
19053592,19053182,30.845943,-91.250824,4.2239575,0.49333474,0.06,0.12,7.0399294,21.11979,1153.0,,28
19085405,19085415,30.920546,-91.56465,1.8639992,0.7077505,0.06,0.12,3.1066654,9.319996,952.0,,28
19052994,19053026,30.885252,-91.389496,3.9509213,0.50809526,0.06,0.12,6.584869,19.754606,1155.0,,28
19053058,19053074,30.87142,-91.343666,3.8492174,0.5139749,0.06,0.12,6.4153624,19.246086,962.0,,28
19052876,19085413,30.926434,-91.547874,5.1375265,0.45250824,0.06,0.12,8.562544,25.687632,1147.0,,28
19052888,19052954,30.92464,-91.45483,6.7397084,0.40143707,0.055,0.11,11.232848,33.698544,2514.0,,28
19053586,19053180,30.866272,-91.24282,9.53087,0.34452775,0.055,0.11,15.884784,50.0,8948.0,,28
19052996,19053026,30.88606,-91.39346,9.367562,0.34716478,0.055,0.11,15.612604,50.0,1050.0,,28
19053148,19053180,30.840326,-91.22667,9.665133,0.34240803,0.055,0.11,16.108557,50.0,1777.0,,28
19085407,19085415,30.91716,-91.56462,229.96823,0.08458282,0.04,0.08,383.2804,1149.8412,368.0,,28
19052810,19052888,30.937084,-91.4686,1.755378,0.72674805,0.06,0.12,2.92563,8.77689,2561.0,,29
19052854,19052876,30.933504,-91.54715,1.4581034,0.7887419,0.06,0.12,2.4301724,7.290517,1709.0,,29
19052868,19052886,30.940235,-91.4332,2.4666789,0.6254658,0.06,0.12,4.1111317,12.333395,6615.0,,29
19052978,19052996,30.896524,-91.39898,1.7465161,0.72837263,0.06,0.12,2.9108603,8.73258,2371.0,,29
19052980,19052994,30.8925,-91.3737,2.1536942,0.6640511,0.06,0.12,3.5894902,10.768471,3283.0,,29
19052998,19053038,30.891073,-91.45731,1.613514,0.75427556,0.06,0.12,2.68919,8.06757,2527.0,,29
19053000,19053038,30.899872,-91.47185,2.5986733,0.61124563,0.06,0.12,4.3311224,12.993367,5210.0,,29
19053020,19053022,30.886913,-91.40055,1.8314979,0.7132642,0.06,0.12,3.0524964,9.15749,1890.0,,29
19053050,19053058,30.88165,-91.34361,1.5487041,0.7680418,0.06,0.12,2.5811734,7.7435203,2154.0,,29
19053134,19053142,30.852295,-91.331375,2.135762,0.6665051,0.06,0.12,3.5596035,10.67881,3271.0,,29
19053136,19053142,30.848946,-91.31595,2.5312529,0.61837554,0.06,0.12,4.218755,12.656263,3372.0,,29
19053160,19053168,30.840767,-91.20481,2.1915834,0.6589615,0.06,0.12,3.652639,10.957917,4012.0,,29
19053162,19053168,30.83159,-91.20552,1.6008056,0.75691146,0.06,0.12,2.6680093,8.004028,2492.0,,29
19053210,19053222,30.810085,-91.1884,1.6023109,0.75659764,0.06,0.12,2.6705182,8.011555,1731.0,,29
19053212,19053222,30.820967,-91.18834,2.4471655,0.6276613,0.06,0.12,4.0786095,12.235827,3849.0,,29
19052862,19052886,30.925768,-91.444984,2.1915834,0.6589615,0.06,0.12,3.652639,10.957917,720.0,,29
19053114,19053592,30.855297,-91.25743,4.1896663,0.4951121,0.06,0.12,6.9827766,20.94833,2834.0,,29
19053116,19053148,30.853214,-91.21616,3.0272694,0.57143396,0.06,0.12,5.045449,15.136347,3094.0,,29
19085247,19085405,30.92541,-91.56924,1.6101688,0.75496644,0.06,0.12,2.6836147,8.050844,1576.0,,29
19052974,19052994,30.896376,-91.38416,3.6387656,0.52688366,0.06,0.12,6.064609,18.193827,2358.0,,29
19053048,19053058,30.874096,-91.33866,3.6503584,0.52614474,0.06,0.12,6.083931,18.251793,541.0,,29
19085401,19085407,30.918825,-91.57093,3.135037,0.5626831,0.06,0.12,5.2250614,15.675184,981.0,,29
19052852,19052876,30.929586,-91.54268,5.0532784,0.4558212,0.06,0.12,8.422131,25.266392,1093.0,,29
19052808,19052888,30.940416,-91.4566,6.619545,0.40463588,0.055,0.11,11.032576,33.097725,1344.0,,29
19052950,19053586,30.899439,-91.25267,6.9169283,0.39686653,0.055,0.11,11.528214,34.58464,418.0,,29
19052952,19053586,30.90046,-91.25905,7.7545037,0.37734982,0.055,0.11,12.924173,38.77252,1539.0,,29
19052976,19052996,30.89803,-91.3908,9.3386,0.34763938,0.055,0.11,15.564334,50.0,2309.0,,29
19053118,19053148,30.850952,-91.22772,9.537074,0.34442887,0.055,0.11,15.8951235,50.0,819.0,,29
19085411,19085407,30.915415,-91.58616,229.96797,0.084582865,0.04,0.08,383.27994,1149.8398,3823.0,,29
19052836,19052852,30.942198,-91.548225,2.032647,0.68121594,0.06,0.12,3.3877447,10.163234,3482.0,,30
19052848,19052862,30.936779,-91.44527,1.5217423,0.77401584,0.06,0.12,2.5362372,7.6087112,1946.0,,30
19052850,19052862,30.938972,-91.44771,1.774081,0.7233579,0.06,0.12,2.9568017,8.870404,2933.0,,30
19052934,19052976,30.909922,-91.40253,1.9334924,0.69641304,0.06,0.12,3.2224874,9.667462,3419.0,,30
19052942,19052974,30.910332,-91.372826,1.7660235,0.7248121,0.06,0.12,2.9433725,8.830117,3008.0,,30
19053028,19053048,30.89486,-91.33581,2.6175115,0.6093009,0.06,0.12,4.3625193,13.087558,4917.0,,30
19053082,19053114,30.881042,-91.27977,3.0416367,0.5702416,0.06,0.12,5.0693946,15.208183,6368.0,,30
19053100,19053118,30.86289,-91.228546,1.6256653,0.75178295,0.06,0.12,2.7094421,8.128326,2356.0,,30
19053122,19053116,30.84754,-91.19674,1.9374009,0.69579285,0.06,0.12,3.2290015,9.687004,3215.0,,30
19053584,19052950,30.914768,-91.23945,2.3834336,0.63501114,0.06,0.12,3.9723892,11.917168,4979.0,,30
19052744,19052808,30.951975,-91.46001,2.8653767,0.58545923,0.06,0.12,4.7756276,14.326883,2251.0,,30
19052924,19052952,30.927828,-91.269615,3.4334743,0.5405568,0.06,0.12,5.722457,17.167372,7857.0,,30
19053084,19053114,30.86273,-91.26673,3.2624574,0.5528796,0.06,0.12,5.437429,16.312286,454.0,,30
19053090,19053116,30.858297,-91.19934,2.207439,0.6568691,0.06,0.12,3.679065,11.037195,765.0,,30
19052946,19052974,30.902248,-91.3725,3.4001052,0.54289085,0.06,0.12,5.666842,17.000526,1476.0,,30
19053032,19053048,30.877924,-91.335754,3.0786846,0.56720394,0.06,0.12,5.131141,15.393423,1119.0,,30
19085249,19085401,30.923952,-91.5752,3.0822787,0.56691206,0.06,0.12,5.137131,15.411393,418.0,,30
19052838,19052852,30.935127,-91.53538,4.904266,0.46188033,0.06,0.12,8.173776,24.521328,1381.0,,30
19052748,19052808,30.945099,-91.46321,6.397858,0.41076267,0.055,0.11,10.663096,31.98929,467.0,,30
19085421,19085411,30.914915,-91.60861,6.7831187,0.40030164,0.06,0.12,11.305198,33.915592,586.0,,30
19052926,19052952,30.905596,-91.266594,7.4875674,0.3832268,0.055,0.11,12.4792795,37.43784,690.0,,30
19053580,19052950,30.917622,-91.25435,6.8104854,0.39959118,0.055,0.11,11.350808,34.052425,4089.0,,30
19052932,19052976,30.90934,-91.38999,9.277412,0.34864905,0.055,0.11,15.462355,50.0,1330.0,,30
19053098,19053118,30.866102,-91.21937,9.513124,0.34481114,0.055,0.11,15.855207,50.0,3522.0,,30
19085409,19085411,30.917345,-91.616295,229.9654,0.08458328,0.04,0.08,383.27567,1149.827,1992.0,,30
19052674,19052924,30.968262,-91.28671,2.3776803,0.6356886,0.06,0.12,3.9628003,11.888401,3584.0,,31
19052694,19052744,30.963577,-91.444084,2.4362116,0.62890476,0.06,0.12,4.0603523,12.181058,4025.0,,31
19052914,19052926,30.916546,-91.27583,1.8171777,0.7157386,0.06,0.12,3.0286295,9.085889,3344.0,,31
19052936,19052946,30.915548,-91.36243,2.0364306,0.6806572,0.06,0.12,3.394051,10.182154,3359.0,,31
19053010,19053032,30.887568,-91.32082,2.83253,0.58844477,0.06,0.12,4.7208834,14.16265,4243.0,,31
19053080,19053084,30.867012,-91.28721,3.0584483,0.56885654,0.06,0.12,5.097414,15.292241,5109.0,,31
19053088,19053090,30.864086,-91.192245,1.8527211,0.70964795,0.06,0.12,3.0878685,9.263605,1596.0,,31
19053110,19053084,30.855322,-91.27222,1.726251,0.7321327,0.06,0.12,2.877085,8.631255,2249.0,,31
19053576,19053580,30.939894,-91.25513,1.8614732,0.70817405,0.06,0.12,3.1024554,9.307365,3023.0,,31
19052784,19052838,30.943584,-91.537544,2.487339,0.6231685,0.06,0.12,4.145565,12.436695,1492.0,,31
19052944,19052946,30.904242,-91.35432,3.0418534,0.5702236,0.06,0.12,5.0697556,15.209267,3887.0,,31
19053006,19053032,30.880781,-91.330376,1.5028137,0.77830184,0.06,0.12,2.5046895,7.5140686,433.0,,31
19085245,19085249,30.926266,-91.58481,2.9948962,0.57415086,0.06,0.12,4.9914937,14.974481,1857.0,,31
19052750,19052748,30.944601,-91.46704,2.0898283,0.6729289,0.06,0.12,3.483047,10.4491415,388.0,,31
19053012,19053098,30.879044,-91.20829,4.9391713,0.4604374,0.055,0.11,8.231953,30.0,3711.0,,31
19052902,19052932,30.921106,-91.38462,4.1969275,0.494734,0.06,0.12,6.9948792,20.984638,2580.0,,31
19052778,19052838,30.940302,-91.531334,4.575923,0.4762191,0.06,0.12,7.6265383,22.879614,360.0,,31
19052746,19052748,30.948914,-91.46993,6.3117514,0.41322553,0.055,0.11,10.519586,31.558756,1437.0,,31
19085423,19085421,30.912598,-91.609924,6.768999,0.4006698,0.06,0.12,11.281665,33.844994,17.0,,31
19085417,19085409,30.918652,-91.63112,3.145932,0.56182253,0.06,0.12,5.24322,15.72966,1054.0,,31
19052818,19053580,30.934471,-91.2461,6.6262436,0.40445536,0.055,0.11,11.043739,33.131218,1487.0,,31
19052940,19052926,30.90543,-91.28132,7.426572,0.38461226,0.055,0.11,12.37762,37.13286,3562.0,,31
19052904,19052932,30.917793,-91.3954,8.9505625,0.35420975,0.055,0.11,14.9176035,50.0,1119.0,,31
19053014,19053098,30.879591,-91.22237,8.9589405,0.35406357,0.055,0.11,14.931567,44.7947,625.0,,31
19085403,19085409,30.935993,-91.6495,229.96507,0.084583335,0.04,0.08,383.27512,1149.8254,6007.0,,31
19052734,19052784,30.967657,-91.549706,2.3456323,0.6395058,0.06,0.12,3.909387,11.728162,5080.0,,32
19052754,19052818,30.945812,-91.24336,1.7394915,0.72966886,0.06,0.12,2.8991525,8.697457,1921.0,,32
19052816,19052778,30.936188,-91.52204,1.4196522,0.79809636,0.06,0.12,2.3660872,7.0982614,1955.0,,32
19052834,19052902,30.940163,-91.38923,1.7981373,0.7190724,0.06,0.12,2.9968956,8.990686,3327.0,,32
19052890,19052944,30.927023,-91.351425,2.317496,0.6429196,0.06,0.12,3.8624935,11.587481,2283.0,,32
19053690,19053006,30.886114,-91.32874,1.3252325,0.8227011,0.06,0.12,2.2087207,6.6261625,808.0,,32
19085525,19085245,30.931223,-91.59796,2.718258,0.59923285,0.06,0.12,4.53043,13.5912895,1263.0,,32
19052866,19052904,30.925512,-91.39609,0.8254645,1.0137833,0.06,0.12,1.3757741,4.127322,806.0,,32
19052986,19053012,30.88945,-91.19379,2.0233657,0.6825927,0.06,0.12,3.3722763,10.116829,2409.0,,32
19052990,19053014,30.891302,-91.22134,2.3960657,0.633532,0.06,0.12,3.993443,11.980329,2702.0,,32
19053664,19052750,30.944841,-91.47063,2.0477014,0.67900187,0.06,0.12,3.4128354,10.238506,332.0,,32
19052702,19052746,30.959936,-91.469826,3.6685193,0.5249941,0.06,0.12,6.1141987,18.342596,2937.0,,32
19053004,19053012,30.880323,-91.18655,4.6183953,0.47428197,0.055,0.11,7.6973257,30.0,2042.0,,32
19052832,19052902,30.930681,-91.38188,3.8553815,0.5136122,0.06,0.12,6.425636,19.276907,240.0,,32
19052906,19052940,30.915236,-91.293365,4.025578,0.5039164,0.06,0.12,6.7092967,20.127892,1479.0,,32
19052772,19052778,30.943108,-91.530945,4.5200005,0.47880954,0.06,0.12,7.533334,22.600002,637.0,,32
19052710,19052746,30.9574,-91.47459,5.812293,0.42853108,0.055,0.11,9.687155,30.0,1908.0,,32
19085255,19085423,30.908003,-91.61548,6.768999,0.4006698,0.06,0.12,11.281665,33.844994,1848.0,,32
19085419,19085417,30.915016,-91.63473,2.9330373,0.579462,0.06,0.12,4.8883953,14.665186,7.0,,32
19052760,19052818,30.939571,-91.24924,6.559951,0.40625352,0.055,0.11,10.933251,32.799755,690.0,,32
19052900,19052940,30.921467,-91.29329,6.891574,0.39751002,0.055,0.11,11.485957,34.45787,2747.0,,32
19052864,19052904,30.926674,-91.395,8.920937,0.35472822,0.055,0.11,14.868228,50.0,957.0,,32
19052988,19053014,30.891954,-91.2179,8.878554,0.35547426,0.055,0.11,14.797591,44.392773,2328.0,,32
19085399,19085403,30.975103,-91.66336,229.96458,0.08458342,0.04,0.08,383.27432,1149.8229,3006.0,,32
19052622,19052702,30.975939,-91.459656,1.637643,0.74935216,0.06,0.12,2.729405,8.188214,2508.0,,33
19052666,19052710,30.967815,-91.47479,1.4100788,0.8004824,0.06,0.12,2.3501313,7.050394,2101.0,,33
19052756,19053664,30.94316,-91.48221,1.9809148,0.689008,0.06,0.12,3.3015246,9.904574,2642.0,,33
19052802,19052772,30.945293,-91.520515,2.0780904,0.67460316,0.06,0.12,3.463484,10.390451,2955.0,,33
19052822,19052900,30.934961,-91.29059,1.6004288,0.7569901,0.06,0.12,2.6673815,8.002144,2138.0,,33
19052826,19052832,30.939156,-91.37461,1.7324113,0.73098296,0.06,0.12,2.887352,8.662056,2393.0,,33
19052938,19052990,30.90691,-91.226494,1.8035319,0.71812266,0.06,0.12,3.0058866,9.017659,1797.0,,33
19052948,19052906,30.907774,-91.30313,1.8921746,0.70308155,0.06,0.12,3.1536243,9.460873,2281.0,,33
19052958,19052986,30.89906,-91.186134,1.432381,0.79495966,0.06,0.12,2.3873017,7.161905,1006.0,,33
19052968,19052988,30.900642,-91.19877,1.696474,0.7377745,0.06,0.12,2.8274567,8.48237,3037.0,,33
19053574,19052760,30.947271,-91.2578,1.4688624,0.7861878,0.06,0.12,2.448104,7.3443117,2293.0,,33
19052840,19052864,30.929453,-91.39794,1.9977136,0.68644583,0.06,0.12,3.3295226,9.988568,152.0,,33
19052624,19052702,30.971046,-91.46731,3.4069862,0.54240686,0.06,0.12,5.6783104,17.034931,570.0,,33
19053016,19053004,30.877184,-91.17725,3.576533,0.5309088,0.055,0.11,5.9608884,30.0,284.0,,33
19053002,19053004,30.88613,-91.17387,3.5269787,0.53418684,0.06,0.12,5.878298,17.634893,2651.0,,33
19052828,19052832,30.939274,-91.3696,3.7093444,0.52243704,0.06,0.12,6.182241,18.546722,3469.0,,33
19052894,19052906,30.916334,-91.30465,3.7886178,0.51758575,0.06,0.12,6.314363,18.943089,3401.0,,33
19052742,19052772,30.94848,-91.530304,4.324213,0.4882556,0.06,0.12,7.207021,21.621063,729.0,,33
19052672,19052710,30.962456,-91.48093,5.752644,0.43048576,0.055,0.11,9.58774,30.0,1670.0,,33
19085259,19085255,30.900389,-91.582596,6.752496,0.40110153,0.06,0.12,11.25416,33.762478,5874.0,,33
19085257,19085419,30.90062,-91.62488,2.9326882,0.5794924,0.06,0.12,4.887814,14.663442,3892.0,,33
19052824,19052900,30.937077,-91.29829,6.7843513,0.40026954,0.055,0.11,11.307253,33.921757,2270.0,,33
19053572,19052760,30.947422,-91.25156,6.5278983,0.40713236,0.055,0.11,10.879831,32.639492,1767.0,,33
19052830,19052864,30.935455,-91.400795,8.870598,0.3556149,0.055,0.11,14.78433,50.0,1330.0,,33
