Profile Output Table - Standard Table 1
HEC-RAS  Plan: Plan 05  Locations: User Defined 
                                                                                           
# Rivers            = 1 
# Hydraulic Reaches = 1 
# River Stations    = 2 
# Plans             = 1 
# Profiles          = 145 

 River            Reach            River Sta          Q Total  Min Ch El  W.S. Elev 
                                                       (m3/s)        (m)        (m) 
                                                                                           
 1                3                5000.00*         42.058620   0.499872   3.365297 
 1                3                5000.00*         41.972390   0.499872   3.368345 
 1                3                5000.00*         41.869170   0.499872   3.369869 
 1                3                5000.00*         41.779440   0.499872   3.370478 
 1                3                5000.00*         41.707680   0.499872   3.370783 
 1                3                5000.00*         41.645190   0.499872   3.370174 
 1                3                5000.00*         41.580310   0.499872   3.368955 
 1                3                5000.00*         41.513970   0.499872   3.367735 
 1                3                5000.00*         41.449860   0.499872   3.365906 
 1                3                5000.00*         41.389370   0.499872   3.364383 
 1                3                5000.00*         41.332370   0.499872   3.362249 
 1                3                5000.00*         41.277550   0.499872   3.360420 
 1                3                5000.00*         41.224030   0.499872   3.358286 
 1                3                5000.00*         41.171960   0.499872   3.356153 
 1                3                5000.00*         41.121640   0.499872   3.354324 
 1                3                5000.00*         41.073330   0.499872   3.352190 
 1                3                5000.00*         41.026920   0.499872   3.350057 
 1                3                5000.00*         40.983340   0.499872   3.348228 
 1                3                5000.00*         40.942650   0.499872   3.346094 
 1                3                5000.00*         40.903680   0.499872   3.344266 
 1                3                5000.00*         40.866420   0.499872   3.342437 
 1                3                5000.00*         40.830540   0.499872   3.340608 
 1                3                5000.00*         40.795910   0.499872   3.339084 
 1                3                5000.00*         40.762640   0.499872   3.337255 
 1                3                5000.00*         40.730700   0.499872   3.335731 
 1                3                5000.00*         40.700030   0.499872   3.334207 
 1                3                5000.00*         40.670610   0.499872   3.332683 
 1                3                5000.00*         40.642400   0.499872   3.331159 
 1                3                5000.00*         40.615330   0.499872   3.329635 
 1                3                5000.00*         40.589400   0.499872   3.328416 
 1                3                5000.00*         40.564500   0.499872   3.326892 
 1                3                5000.00*         40.540660   0.499872   3.325673 
 1                3                5000.00*         40.517780   0.499872   3.324454 
 1                3                5000.00*         40.495890   0.499872   3.323539 
 1                3                5000.00*         40.474880   0.499872   3.322320 
 1                3                5000.00*         40.454780   0.499872   3.321101 
 1                3                5000.00*         40.435490   0.499872   3.320186 
 1                3                5000.00*         40.417030   0.499872   3.319272 
 1                3                5000.00*         40.399330   0.499872   3.318358 
 1                3                5000.00*         40.382370   0.499872   3.317443 
 1                3                5000.00*         40.366150   0.499872   3.316529 
 1                3                5000.00*         40.350600   0.499872   3.315614 
 1                3                5000.00*         40.335680   0.499872   3.315005 
